,Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum
8259,notch,5.32,1.57,19,2.95,2.01,21
8260,note,5.78,1.73,18,3.33,2.06,21
8261,notebook,6.05,2.2,19,3.58,2.73,19
8262,nothingness,2.79,1.62,19,3.25,1.89,20
8263,notice,5.94,1.86,18,3.38,2.25,21
8265,notification,5.24,1.73,21,4.5,2.54,20
8266,notify,4.9,1.74,20,3.13,2.05,23
8267,notion,5.86,1.88,21,4.25,2.77,20
8268,notoriety,5.68,1.89,19,5.23,2.07,22
8270,noun,5.22,1.26,18,2.37,1.95,19
8272,nourishment,7.44,1.29,18,3.1,2.2,20
8273,nouveau,5.9,1.8,20,3.1,2.12,21
8274,novel,5.74,2.54,19,3.41,2.36,22
8275,novelist,6.1,1.02,20,3.95,2.04,21
8276,novelty,5.82,1.68,22,5.04,2.5,23
8277,novice,5.1,0.64,20,4.0,2.05,21
8278,nuance,5.47,1.81,19,4.55,2.04,20
8280,nucleus,5.59,1.8,17,3.65,2.56,20
8281,nude,6.1,1.85,40,5.86,3.0,22
8282,nudge,5.67,1.06,21,4.33,2.18,24
8283,nudie,4.5,2.24,20,6.0,2.26,21
8284,nudist,6.0,2.51,21,6.05,1.93,20
8285,nudity,6.48,1.83,21,6.15,2.23,20
8286,nugget,6.29,1.42,21,3.32,2.28,22
8287,nuisance,3.0,1.96,81,4.7,2.48,83
8288,nuke,3.67,2.58,21,5.0,2.24,23
8289,nan,4.32,1.06,19,3.05,1.75,21
8290,numb,3.79,1.84,19,2.5,1.44,22
8291,number,5.59,1.74,22,3.5,2.01,20
8292,numbskull,3.65,1.93,20,4.0,2.52,19
8295,nun,5.79,2.53,19,2.43,1.88,23
8296,nunchucks,5.7,1.81,20,4.7,2.3,23
8297,nunnery,4.25,1.59,20,2.78,1.86,18
8298,nuptials,5.63,2.14,19,4.55,2.06,22
8299,nurse,5.41,2.25,41,4.64,2.82,22
8300,nursemaid,5.38,1.86,21,3.83,2.42,23
8301,nursery,6.1,2.3,21,4.29,2.46,48
8302,nursing,6.39,1.65,18,3.57,2.39,23
8303,nurture,7.14,2.03,21,4.12,2.3,25
8304,nut,5.44,1.69,18,4.24,2.28,21
8305,nutcase,2.81,1.54,21,3.76,1.92,25
8306,nutcracker,5.45,1.87,22,4.84,1.95,19
8307,nuthouse,3.4,1.6,20,4.33,2.14,24
8308,nutmeg,5.76,1.89,21,3.24,1.87,21
8309,nutrition,6.86,1.71,21,4.48,2.56,23
8312,nutshell,5.05,0.79,22,3.95,2.09,21
8314,nylon,4.9,1.22,21,3.61,2.44,23
8316,nylons,5.52,2.09,21,3.14,2.44,22
8317,nymph,5.42,2.29,19,5.32,2.61,22
8318,nymphomaniac,4.95,2.46,21,5.17,2.67,23
8320,oaf,3.5,1.96,20,2.95,2.13,21
8321,oak,6.47,1.35,19,2.64,2.08,22
8322,oar,5.15,1.79,20,2.72,1.6,18
8323,oasis,8.0,1.52,20,4.95,2.74,20
8324,oat,5.67,1.24,18,2.82,1.98,17
8325,oath,6.4,1.57,20,4.0,2.22,25
8326,oatmeal,5.47,1.58,19,3.1,2.1,21
8327,obedience,4.63,2.09,19,3.29,2.12,21
8328,obedient,6.05,2.09,21,2.82,1.68,22
8330,obesity,2.81,1.99,81,4.63,2.55,106
8331,obey,5.13,1.98,79,4.1,2.46,105
8333,object,5.52,1.47,21,4.08,2.24,24
8334,objection,3.83,1.34,18,4.48,2.25,21
8335,objective,5.55,1.36,20,4.38,2.13,21
8336,objectivity,5.63,1.92,19,4.09,2.2,22
8337,obligation,4.68,1.97,19,5.76,2.19,21
8338,obligatory,3.94,1.71,17,3.6,2.06,20
8339,oblige,5.19,1.83,21,3.74,2.21,19
8340,oblique,4.57,1.27,23,3.18,1.99,22
8341,oblivion,3.95,1.82,20,4.38,2.6,21
8344,obscene,3.1,1.62,20,5.24,2.64,46
8345,obscenity,3.41,1.3,22,6.11,2.26,19
8346,obscure,5.15,1.9,20,3.1,2.05,21
8347,obscurity,4.64,1.71,22,3.28,1.64,18
8348,observant,6.37,1.21,19,4.05,2.48,20
8349,observation,5.61,1.75,18,3.23,1.72,22
8350,observatory,5.36,1.76,22,4.61,2.25,23
8351,observe,5.3,1.95,20,4.25,2.29,20
8352,observer,5.0,1.84,20,4.5,2.24,20
8353,obsess,3.23,1.8,22,4.95,2.41,19
8355,obsession,4.38,1.66,40,5.64,2.19,44
8357,obsolete,3.53,2.06,19,3.27,2.14,22
8358,obstacle,4.38,1.91,21,4.6,2.4,25
8359,obstinate,3.81,1.4,21,4.43,1.95,23
8360,obstruct,3.61,1.14,18,4.29,1.74,21
8361,obstruction,3.75,1.41,20,3.68,2.17,22
8364,occasion,6.45,1.63,22,4.79,2.04,19
8366,occipital,4.45,1.63,22,4.14,1.78,22
8367,occult,3.5,2.28,20,4.63,2.5,19
8368,occupant,5.19,1.91,21,3.17,2.27,23
8369,occupation,4.77,2.33,22,4.33,2.15,21
8371,occupy,4.86,1.52,22,4.27,2.31,26
8372,occur,6.26,1.69,19,3.57,2.62,21
8373,occurrence,4.94,1.66,18,4.1,2.0,21
8374,ocean,7.39,2.01,82,3.5,2.83,80
8376,octopus,6.0,1.89,20,5.1,2.36,20
8377,ocular,4.86,1.39,22,4.0,2.26,23
8378,odd,4.56,1.23,41,4.26,2.14,43
8379,oddball,6.17,2.18,18,3.55,2.4,22
8380,odds,5.32,1.42,19,4.39,2.1,23
8381,ode,5.75,1.41,20,2.81,1.97,21
8382,odor,3.0,1.89,19,5.05,2.26,20
8383,odyssey,5.7,1.72,20,4.83,2.37,23
8384,oedipal,3.95,1.64,20,3.5,2.07,18
8385,offence,3.4,1.67,20,4.29,2.46,24
8386,offend,3.29,1.76,42,4.81,2.04,21
8387,offender,3.25,1.77,20,4.52,2.57,23
8388,offense,4.05,2.17,19,4.67,2.03,21
8390,offer,5.67,2.03,18,3.5,2.26,20
8391,office,4.54,1.75,41,3.05,2.01,22
8392,officer,4.91,1.63,22,4.38,2.4,21
8393,official,5.75,1.77,20,4.04,2.46,23
8394,offset,4.79,1.75,19,4.05,2.06,20
8397,ogre,3.57,2.29,21,5.19,2.32,21
8398,oil,3.91,1.82,22,4.25,2.57,20
8400,oink,5.21,2.18,19,3.73,2.37,22
8401,ointment,4.81,1.25,21,2.86,1.98,22
8402,okra,5.55,1.85,20,3.27,2.03,22
8404,olden,5.25,1.55,20,3.17,2.35,24
8405,oldie,5.41,2.04,22,3.78,2.02,23
8406,oldies,5.53,1.95,19,4.18,2.48,22
8408,omega,5.5,1.85,20,4.65,2.25,20
8409,omelet,6.25,1.97,20,3.89,2.73,19
8410,omen,3.77,1.8,22,4.52,2.68,21
8412,omission,4.71,1.19,21,2.82,1.79,22
8413,onboard,5.1,1.62,20,3.95,2.63,22
8414,oncologist,3.45,1.73,20,3.71,2.47,21
8415,oncology,3.32,1.95,19,5.8,2.61,20
8418,oneness,6.4,2.06,20,3.19,2.42,21
8420,onion,5.37,1.61,19,4.95,2.09,21
8421,onset,4.35,1.73,20,4.39,2.64,18
8422,onstage,5.48,2.42,21,4.48,2.94,23
8423,oodles,5.74,1.94,23,5.09,2.58,22
8424,oomph,5.52,1.86,21,4.27,2.91,22
8425,ooze,3.57,2.01,21,5.0,2.1,21
8426,op,5.21,0.98,19,3.24,2.32,21
8427,opal,6.0,1.97,20,3.14,2.23,22
8429,opener,6.0,1.95,20,3.0,2.21,21
8430,opening,5.95,1.47,21,4.6,2.64,20
8431,openness,6.52,2.42,21,4.37,2.69,19
8432,opera,5.68,1.59,22,3.84,2.36,25
8433,operate,5.37,1.71,19,4.62,2.09,21
8434,operation,2.94,1.8,18,5.71,2.92,21
8437,operator,4.85,1.27,20,2.67,2.04,24
8438,opiate,5.35,2.3,20,5.06,2.58,18
8439,opinion,6.38,1.86,21,4.53,2.45,45
8441,opium,3.42,2.41,19,3.65,2.19,23
8442,opponent,4.42,1.46,19,5.5,1.99,22
8443,opportunity,7.1,1.45,21,5.5,2.89,20
8444,oppose,4.21,2.15,19,5.17,2.33,23
8446,opposite,4.77,1.11,22,3.43,1.99,21
8447,opposition,3.21,1.36,19,4.5,1.92,22
8449,oppression,2.67,1.96,21,4.57,2.69,23
8451,oppressor,2.81,1.54,21,5.48,2.11,23
8452,ops,5.05,1.72,21,4.21,2.26,24
8453,opt,4.85,1.84,20,2.44,1.65,18
8456,optics,6.37,2.01,19,3.05,1.84,22
8457,optimism,7.21,2.09,39,4.95,2.56,21
8458,optimist,7.19,1.72,21,4.43,2.39,23
8460,optimum,7.38,1.77,21,5.21,2.8,19
8461,option,6.37,1.3,19,3.19,2.04,21
8463,oracle,6.16,1.71,19,3.62,2.13,21
8465,orange,6.81,1.54,21,4.04,2.73,25
8466,orange juice,6.62,2.16,21,3.95,2.24,20
8467,orangutan,5.74,2.23,19,4.87,2.16,23
8468,orb,5.0,1.48,21,4.26,2.47,23
8469,orbit,5.95,1.8,21,4.26,2.63,23
8470,orbital,5.5,1.5,22,4.24,2.23,21
8471,orchard,6.15,1.66,20,3.86,2.37,21
8472,orchestra,6.5,1.87,82,4.07,2.63,85
8473,orchid,7.0,1.52,20,4.11,2.81,18
8474,ordeal,3.84,1.21,19,5.14,2.1,21
8475,order,5.82,0.96,22,3.19,1.99,21
8477,ordinance,4.75,1.62,20,3.95,2.5,21
8479,ordnance,4.52,1.83,21,2.84,1.86,19
8480,ore,5.78,1.66,18,2.85,1.93,20
8481,oregano,6.11,1.52,19,3.7,2.36,23
8482,organ,4.95,1.5,22,3.41,1.94,22
8484,organism,6.0,2.03,18,3.48,2.29,21
8485,organist,5.67,1.68,18,2.25,1.33,20
8486,organization,5.71,1.45,21,3.09,2.39,22
8488,organizer,6.35,1.53,20,3.17,2.14,24
8489,orgasm,8.01,1.63,102,7.19,2.31,83
8490,orgy,5.37,2.5,19,7.3,2.2,20
8492,orientation,6.0,1.89,20,3.38,2.25,21
8493,orifice,4.48,1.69,21,3.17,2.33,24
8494,origami,5.95,2.21,20,2.87,1.74,23
8495,origin,5.19,1.6,21,3.7,2.3,20
8497,originality,6.94,1.26,18,5.0,1.95,21
8498,ornament,6.63,1.57,19,3.32,2.25,22
8499,ornery,3.85,1.46,20,4.19,2.04,21
8500,orphan,2.9,1.61,21,3.24,2.02,21
8501,orphanage,2.95,1.88,21,3.12,2.09,24
8503,orthodontist,4.38,1.96,21,4.9,2.85,20
8504,orthodox,3.95,2.48,19,3.14,2.47,22
8505,orthopedic,4.32,1.68,25,3.78,2.04,23
8507,ostrich,5.16,1.68,19,3.87,2.47,23
8509,otter,6.95,1.79,22,4.42,2.5,19
8511,ounce,5.65,1.35,20,3.77,2.43,22
8512,outage,3.86,1.9,21,3.92,2.5,25
8513,outback,5.3,2.27,20,3.72,1.99,18
8514,outbid,4.86,2.43,21,5.15,2.89,20
8515,outboard,5.15,0.75,20,3.43,1.89,21
8516,outbreak,2.47,1.65,19,5.38,1.91,21
8518,outcast,2.86,1.59,21,5.17,2.15,23
8519,outcome,5.62,1.16,21,3.68,2.67,25
8521,outdo,4.95,1.84,19,5.43,2.35,23
8522,outdoor,7.33,1.8,21,3.55,2.39,22
8523,outdoors,6.91,1.85,82,3.94,2.61,104
8524,outer,5.19,1.44,21,3.27,1.91,22
8525,outfit,6.05,1.35,19,4.19,1.99,21
8527,outgrow,4.4,1.23,20,3.78,1.9,18
8528,outhouse,4.19,2.14,21,3.43,2.31,21
8530,outlaw,4.1,2.36,21,6.0,2.15,20
8531,outlet,5.45,1.15,20,3.5,2.09,22
8532,outline,5.1,0.89,21,2.62,2.0,24
8534,outlook,6.15,1.79,20,3.43,2.38,21
8535,outnumber,3.86,1.68,21,4.45,2.37,20
8536,outpatient,4.14,1.77,21,3.35,2.31,23
8537,outpost,4.67,1.83,21,3.05,1.94,22
8538,output,4.85,1.93,20,3.67,2.2,18
8539,outrage,2.97,1.44,39,6.52,2.09,42
8542,outrank,4.4,1.57,20,4.14,2.35,21
8543,outreach,4.94,1.66,18,3.95,1.91,21
8544,outrun,6.26,1.45,19,5.62,2.13,21
8545,outsider,4.3,1.84,20,3.52,2.45,23
8546,outskirts,5.0,0.92,20,3.75,2.1,20
8547,outsmart,5.8,1.47,20,5.3,2.38,23
8548,outspoken,6.16,1.57,19,5.36,2.34,22
8551,outweigh,4.19,1.86,21,3.95,2.03,22
8552,outwit,5.3,1.95,20,4.04,2.44,24
8553,oval,5.14,1.04,22,3.5,2.2,26
8555,ovation,5.21,1.81,19,5.32,2.38,22
8560,overcast,4.35,1.6,20,3.83,2.64,23
8561,overcoat,5.43,1.57,21,3.1,2.43,20
8562,overcome,6.81,1.89,21,5.75,2.38,24
8564,overdo,3.61,1.24,18,4.6,2.37,20
8565,overdose,2.67,1.91,21,4.92,2.96,25
8568,overestimate,5.33,1.32,21,3.52,2.11,21
8569,overflow,4.76,2.14,21,4.25,2.97,20
8570,overgrown,3.29,1.35,21,4.29,1.9,24
8571,overhaul,5.23,1.74,22,3.92,2.45,26
8572,overhear,3.89,1.56,19,4.27,2.14,22
8574,overjoyed,7.17,1.54,18,5.57,3.04,21
8575,overkill,3.35,1.18,20,6.0,2.51,20
8576,overlap,3.95,1.72,21,2.83,1.92,23
8578,overlay,4.58,1.74,19,3.18,2.11,22
8579,overload,3.64,1.4,22,4.96,2.36,26
8580,overlook,4.3,1.78,20,3.78,2.39,18
8581,overlord,3.73,1.96,22,4.78,2.81,23
8582,overpass,4.77,1.23,22,4.0,2.23,22
8583,overpower,4.14,2.13,21,4.96,2.82,24
8587,overreact,3.59,1.14,22,5.23,2.6,26
8588,override,4.33,1.78,18,3.35,2.62,20
8590,overrun,3.14,1.93,21,4.56,2.31,18
8591,oversee,5.68,1.38,19,3.65,2.18,20
8592,overseer,4.71,2.1,21,5.3,2.49,20
8593,oversight,3.6,1.82,20,4.45,2.02,22
8595,overtake,3.95,2.01,19,4.36,2.56,22
8596,overthrow,3.71,1.9,21,4.78,2.58,23
8597,overtime,4.8,2.57,20,5.71,1.9,21
8598,overture,5.33,1.62,21,4.29,2.53,24
8599,overview,4.85,1.35,20,3.18,1.88,17
8600,overweight,3.14,2.06,21,3.91,2.57,23
8601,overwhelm,3.3,1.3,20,4.36,2.75,22
8605,overwrought,3.52,1.66,21,4.56,2.66,25
8607,owe,3.56,2.48,18,4.67,2.42,21
8608,owl,6.3,1.7,43,3.57,2.42,42
8609,owner,6.38,1.53,21,4.71,2.1,24
8610,ownership,5.85,2.13,20,4.41,2.4,22
8611,ox,4.95,1.7,20,3.82,2.26,22
8612,oxide,5.53,1.35,19,2.91,2.24,22
8613,oxygen,7.25,1.68,20,4.9,2.77,20
8614,oyster,4.81,2.36,21,3.11,2.08,19
8615,ozone,5.05,2.16,20,4.17,2.62,18
8616,pace,5.0,1.67,21,3.0,2.15,23
8617,pacemaker,4.9,2.25,20,4.36,2.3,22
8618,pacifier,5.52,1.86,21,3.2,2.12,25
8619,pacifist,4.78,1.65,23,3.17,2.31,18
8620,pacify,5.67,1.96,21,2.55,1.64,20
8621,pack,5.55,1.87,22,4.1,2.85,20
8622,package,5.17,1.92,18,4.73,2.83,22
8623,packaging,5.15,1.35,20,3.3,2.1,23
8624,packer,4.9,1.51,21,4.23,2.18,22
8625,packet,5.16,0.69,19,3.62,1.99,21
8626,pact,5.0,1.68,23,3.73,2.25,22
8627,pad,5.14,1.49,21,3.96,2.37,26
8630,paddle,5.38,1.53,21,4.17,2.21,23
8631,paddle boat,5.85,1.69,20,3.05,2.1,22
8632,padlock,4.8,0.89,20,3.33,2.13,21
8633,padre,5.84,1.8,19,3.57,2.52,23
8634,pagan,5.0,2.12,21,5.25,2.22,20
8635,page,6.09,1.31,22,3.45,1.99,20
8636,pageant,5.0,2.0,20,4.42,2.24,19
8637,pager,3.8,1.58,20,3.73,2.14,22
8639,pagoda,5.6,1.43,20,4.5,2.26,20
8640,pail,4.5,1.57,20,2.24,1.61,21
8641,pain,2.0,1.28,40,6.27,2.59,22
8642,painful,2.58,1.46,19,5.52,2.4,21
8643,painkiller,5.43,2.29,21,3.39,1.95,23
8644,painless,7.4,1.7,20,4.1,2.63,20
8645,paint,5.74,1.33,19,4.5,1.96,20
8646,paintball,5.22,1.78,23,5.19,2.46,21
8647,paintbrush,6.18,1.14,22,3.33,1.91,21
8648,painter,6.6,1.47,20,3.29,1.95,21
8649,painting,6.9,1.87,21,3.25,2.49,20
8650,pair,5.95,1.8,21,3.35,1.9,20
8651,paisley,5.6,1.54,20,3.83,2.35,24
8652,pajama,6.86,1.53,21,4.37,2.81,19
8653,pal,6.67,2.17,18,3.25,2.31,20
8654,palace,6.1,1.86,20,4.67,2.28,40
8655,palate,5.89,1.23,18,2.75,1.94,20
8656,pale,4.11,1.76,19,3.18,1.94,22
8657,paleontology,5.82,1.4,22,3.9,2.63,20
8658,palette,5.14,1.98,21,3.3,2.18,23
8659,pallet,4.73,1.78,22,4.05,2.5,22
8660,palm,6.05,1.7,20,2.67,1.75,18
8661,palomino,5.64,1.68,22,4.26,2.26,19
8663,pamper,7.11,1.33,19,4.38,1.99,21
8664,pamphlet,4.37,1.38,19,2.7,1.82,23
8665,pan,5.15,1.69,20,3.05,1.32,20
8666,pancake,7.71,1.65,21,4.0,2.55,24
8667,pancakes,7.43,1.58,42,3.33,2.08,21
8668,pancreas,4.14,1.98,21,2.74,2.18,23
8669,panda,7.55,1.32,20,4.05,2.61,19
8670,pandemonium,4.4,2.3,20,6.15,2.46,20
8671,pane,4.95,1.43,21,3.57,1.78,21
8672,panel,4.81,0.75,21,2.92,1.44,25
8673,pang,4.94,1.35,18,4.5,2.35,20
8674,panhandle,4.05,1.43,20,3.26,2.0,19
8675,panic,2.56,1.55,39,6.4,2.26,20
8676,panicky,3.84,1.92,19,7.0,1.97,21
8677,pansy,4.1,2.19,21,3.96,2.75,25
8678,pant,5.33,1.64,18,3.9,2.75,20
8679,pantheon,5.9,1.55,20,4.85,2.58,20
8680,panther,6.1,2.43,21,5.45,2.14,20
8681,panties,6.38,1.77,21,5.65,2.7,20
8682,pantry,5.38,1.5,21,4.0,2.29,20
8683,pants,5.62,1.56,21,3.8,2.71,20
8684,panty,5.94,1.73,18,5.0,2.51,21
8685,pantyhose,5.5,1.91,20,4.08,2.08,24
8686,pap,4.71,1.9,21,3.52,2.43,25
8687,papa,7.0,1.82,21,4.4,2.96,20
8688,papaya,6.43,1.75,21,4.4,2.48,25
8689,paper,5.42,1.62,40,3.52,2.58,48
8690,paperback,6.5,1.5,22,4.84,2.36,19
8691,paperboy,5.41,1.65,22,3.19,2.18,21
8692,paperweight,5.05,1.59,22,3.38,2.25,26
8693,paperwork,4.25,1.97,20,4.1,2.65,20
8694,paprika,6.4,1.35,20,4.09,2.27,22
8695,par,4.85,1.79,20,2.94,2.18,18
8696,parachute,5.2,1.4,20,4.94,2.39,18
8697,parade,6.37,1.26,19,4.8,1.82,20
8698,paradigm,5.55,1.19,20,4.71,1.9,21
8699,paradise,7.0,2.33,22,4.82,2.95,22
8700,paradox,5.4,1.23,20,5.0,2.16,22
8701,paraffin,5.1,1.48,20,3.11,2.03,18
8702,paragraph,5.4,2.06,20,3.26,1.71,23
8703,parakeet,6.65,1.53,20,4.5,2.26,18
8704,paralegal,4.52,1.86,21,3.28,2.09,25
8705,parallel,5.29,1.52,21,2.87,2.05,23
8706,paralysis,2.9,2.09,42,5.07,2.52,42
8707,paralyze,2.52,1.78,21,4.47,2.37,19
8708,paramedic,5.16,2.5,19,4.9,2.64,21
8709,paramedics,5.05,1.59,22,4.67,2.82,21
8711,paranoia,2.6,1.43,20,5.57,2.52,21
8712,paranoid,2.9,1.18,21,5.09,2.75,23
8713,paranormal,4.05,1.75,21,4.42,2.81,24
8714,paraphernalia,5.11,1.88,19,5.18,2.61,22
8715,paraplegic,2.85,1.73,20,3.82,2.11,22
8716,parasite,1.9,0.94,21,5.65,2.1,23
8718,parasol,5.57,1.78,21,3.5,2.16,20
8719,parcel,5.45,1.39,20,4.18,2.54,22
8721,parchment,5.48,1.75,21,2.9,2.1,20
8722,pardon,5.5,2.26,18,2.8,2.09,20
8723,parent,6.73,1.91,22,4.14,2.63,21
8724,parental,6.21,1.81,19,2.73,2.35,22
8725,parenthood,6.05,2.37,20,6.0,2.61,18
8727,pariah,3.71,2.12,21,3.65,2.67,23
8728,parish,4.0,1.73,17,3.45,1.99,20
8729,park,7.0,1.61,18,2.7,2.08,20
8730,parka,5.84,1.01,19,2.72,2.19,18
8731,parking,4.57,1.72,21,3.8,2.04,20
8732,parkinsons,2.09,1.38,22,4.76,2.51,21
8733,parlay,5.15,1.42,20,3.29,2.34,17
8734,parliament,4.9,1.89,20,2.81,1.86,21
8735,parlor,5.85,2.16,20,2.71,1.85,21
8736,parmesan,7.0,1.6,19,4.22,2.37,23
8737,parody,5.75,2.1,20,4.76,2.19,21
8738,parole,3.25,1.74,20,4.91,2.24,22
8739,parrot,6.79,1.36,19,4.65,2.41,20
8740,parsley,6.26,2.18,19,2.77,1.82,22
8741,part,4.77,1.29,39,3.36,2.17,22
8742,partake,5.79,1.62,19,4.3,2.41,20
8744,participant,5.32,1.92,19,3.29,2.22,21
8746,participation,6.15,1.69,20,3.55,2.6,22
8747,particle,5.24,1.7,21,4.74,2.6,19
8750,partition,4.0,1.49,19,3.1,1.89,21
8751,partner,7.11,2.05,18,3.7,2.77,20
8752,partnership,6.5,1.85,20,3.73,2.41,22
8753,partridge,5.95,1.32,20,3.15,1.98,20
8754,party,7.18,1.97,82,6.08,2.8,106
8755,pass,5.73,2.07,22,4.38,2.78,21
8756,passage,5.88,1.39,82,3.35,2.08,82
8757,passageway,5.58,1.89,19,4.45,2.77,22
8758,passenger,4.55,1.19,20,3.82,2.04,22
8759,passion,7.53,1.52,100,6.08,2.52,108
8760,passionate,7.17,1.54,18,6.33,1.96,21
8761,passive,4.84,1.89,19,3.55,2.5,22
8762,passkey,5.37,1.16,19,3.39,1.79,18
8763,passport,6.0,1.41,19,4.35,2.46,20
8764,password,5.5,1.1,20,3.71,2.19,21
8765,past,5.09,1.9,22,4.71,2.37,21
8766,pasta,7.08,1.72,104,3.97,2.27,104
8767,paste,4.95,0.83,20,2.62,1.53,21
8768,pastime,5.94,1.76,18,2.75,1.86,20
8769,pastor,5.35,2.7,20,3.91,2.52,23
8770,pastrami,6.38,2.18,21,3.68,2.36,25
8771,pastry,6.9,1.48,21,4.95,2.54,20
8772,pasture,6.15,2.13,20,3.14,2.26,21
8773,pasty,3.94,1.55,18,3.39,2.17,18
8774,patch,5.11,1.28,18,2.84,1.71,19
8775,patent,5.34,1.48,102,3.64,2.53,81
8777,paternal,5.86,1.8,21,3.27,2.12,22
8778,paternity,5.81,2.16,21,3.95,2.68,20
8779,path,5.71,1.31,21,3.74,2.42,23
8782,pathologist,4.2,1.36,20,3.74,2.58,23
8783,pathology,3.91,1.63,22,4.15,2.6,26
8784,pathway,6.05,1.72,19,2.77,1.72,22
8785,patience,6.62,1.83,21,3.16,1.55,25
8786,patient,6.71,1.55,42,2.77,1.74,22
8787,patio,6.61,1.79,18,2.55,2.11,20
8788,patriot,5.8,1.96,20,4.86,2.74,44
8790,patriotism,6.55,2.06,20,3.89,2.22,18
8791,patrol,4.04,1.73,24,4.26,2.64,19
8792,patrolman,4.63,1.26,19,4.57,2.34,21
8793,patron,5.7,1.56,20,2.91,1.87,22
8794,patronize,3.48,1.78,21,3.15,2.39,20
8796,patter,5.79,1.84,19,3.5,2.15,22
8797,pattern,5.53,1.9,19,3.14,1.61,22
8798,pauper,3.95,1.43,19,3.33,1.96,21
8799,pause,5.53,0.84,19,2.57,1.75,21
8800,pave,5.61,1.58,18,2.74,1.88,19
8801,pavement,5.5,1.38,18,2.64,1.4,22
8802,pavilion,6.1,1.48,20,3.04,2.14,24
8803,paw,5.43,1.91,21,4.09,1.98,23
8804,pawn,3.9,1.73,21,4.29,2.08,21
8805,pawnshop,4.63,1.21,19,4.15,2.01,20
8806,pay,6.23,1.95,22,4.24,2.32,21
8808,payback,5.09,1.87,22,5.85,2.03,20
8809,paycheck,7.48,1.89,21,6.77,2.41,22
8810,payday,7.95,1.47,19,6.81,2.23,21
8811,payload,5.42,2.06,19,5.36,2.22,22
8812,payment,5.16,1.64,19,4.44,2.2,18
8813,payoff,6.5,1.68,22,6.22,2.83,23
8814,payout,6.58,1.35,19,5.84,2.59,19
8815,payphone,5.11,1.97,19,2.6,1.64,20
8816,payroll,6.19,2.02,21,3.82,2.59,22
8817,pea,6.0,1.89,19,2.41,1.47,22
8818,peace,7.75,1.5,40,4.65,2.77,23
8819,peaceful,8.0,1.78,20,4.38,3.2,21
8820,peacekeeper,6.79,1.4,19,4.0,2.27,22
8821,peacetime,6.7,2.15,20,2.57,2.2,21
8822,peach,6.83,2.01,18,4.7,2.49,23
8823,peachy,6.47,1.87,19,4.7,2.49,23
8824,peak,6.1,1.62,20,3.9,1.94,20
8825,peanut,6.38,1.63,21,3.48,2.37,25
8826,peanuts,5.63,2.06,19,3.86,2.03,22
8827,pear,6.7,2.13,20,3.76,2.66,17
8828,pearl,6.05,1.68,19,3.5,2.07,18
8830,peas,6.1,1.68,20,2.95,1.88,21
8831,peasant,4.62,1.77,21,4.0,2.05,21
8834,pecker,4.81,2.56,21,4.5,2.15,24
8835,peculiar,4.68,1.36,22,4.05,2.39,20
8836,pedal,5.16,1.42,19,3.89,2.52,18
8837,peddle,4.89,1.24,19,3.52,2.09,21
8838,peddler,3.77,1.41,22,4.83,2.21,23
8839,pedestal,5.81,1.89,21,3.18,2.13,22
8841,pediatric,5.75,1.86,20,3.78,2.07,23
8842,pediatrician,6.95,1.63,21,4.29,2.56,24
8843,pediatrics,5.29,1.79,21,2.42,2.14,19
8844,pedicure,6.14,1.65,21,3.78,2.43,23
8845,pedigree,6.33,1.68,21,4.09,2.24,22
8846,pedophile,1.26,0.65,19,5.05,3.21,22
8847,pee,4.5,1.15,18,3.32,2.21,22
8848,peek,5.37,1.01,19,4.29,2.24,24
8849,peekaboo,6.28,2.32,18,3.84,2.36,19
8850,peel,4.68,0.95,19,3.71,2.31,24
8851,peep,4.42,2.14,19,4.3,2.47,20
8852,peeper,2.89,1.63,19,5.41,2.38,22
8853,peephole,4.29,2.15,21,5.39,2.5,23
8854,peer,5.64,2.04,22,4.05,2.06,21
8857,pellet,4.65,1.5,20,3.8,2.14,20
8858,pelvic,5.42,2.04,19,3.73,2.62,22
8859,pelvis,5.33,1.19,18,4.2,2.61,20
8861,penal,3.55,1.96,20,3.44,2.45,18
8862,penalty,2.8,1.6,40,3.89,2.45,44
8863,penance,4.77,1.8,22,3.89,1.63,19
8864,penchant,5.47,1.78,19,4.71,1.9,21
8865,pencil,5.65,1.37,23,3.11,2.13,19
8866,pendant,5.83,1.54,18,4.05,2.01,21
8868,pendulum,5.17,1.98,18,2.77,1.38,22
8869,penetrate,5.71,1.76,21,6.08,2.48,25
8870,penetration,5.81,2.54,21,7.25,1.94,20
8871,penguin,6.65,1.27,20,4.0,2.52,24
8872,penicillin,5.67,2.28,18,3.38,1.94,21
8873,penile,4.15,2.28,20,4.86,2.29,22
8874,peninsula,5.95,1.77,21,3.55,2.42,20
8875,penis,5.3,1.42,20,5.9,2.97,20
8876,penitent,4.81,1.57,21,3.8,2.4,25
8878,penmanship,5.62,1.66,21,3.04,2.08,23
8879,pennant,5.42,1.54,19,3.2,2.67,20
8880,penniless,2.55,1.1,20,5.76,2.66,21
8881,penny,6.29,1.9,21,5.55,2.52,20
8882,pension,6.19,2.04,21,2.9,2.53,20
8883,pentagram,4.42,1.57,19,3.89,1.94,18
8884,penthouse,6.42,2.23,101,5.74,2.47,101
8885,people,5.7,2.01,81,3.77,2.34,82
