,Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum
3652,distribute,5.05,1.54,19,3.72,1.84,18
3653,distribution,5.5,1.85,20,3.45,2.58,20
3654,distributor,4.62,1.24,21,3.2,1.78,25
3655,district,4.9,0.91,20,3.0,1.59,20
3656,distrust,2.95,2.28,20,4.05,2.77,21
3657,disturb,3.45,1.57,40,4.98,2.47,42
3658,disturbance,2.68,1.29,19,5.19,2.34,21
3660,ditch,3.2,1.32,20,3.81,1.97,21
3661,ditto,5.5,1.61,20,3.9,2.65,20
3662,ditty,5.38,1.4,21,3.68,2.08,22
3663,diva,3.68,2.4,22,4.55,2.46,22
3664,dive,5.81,1.44,21,3.79,2.78,24
3665,diver,5.66,1.56,41,5.42,2.46,19
3666,diverse,6.0,1.76,21,3.64,2.27,25
3667,diversion,5.22,1.77,18,4.48,2.46,21
3669,diversity,6.14,1.31,21,3.21,2.32,24
3670,divert,4.42,1.54,19,4.1,2.13,20
3671,divide,4.78,0.73,18,4.62,1.91,21
3672,divine,7.15,1.42,20,3.05,2.33,21
3673,division,4.42,0.96,19,3.57,1.89,21
3674,divorce,2.49,1.96,41,5.39,2.62,44
3675,divorcee,3.29,1.87,21,3.8,2.57,25
3676,divulge,4.79,0.92,19,5.43,2.25,21
3677,divvy,4.81,1.08,21,3.27,2.05,22
3678,dizziness,3.36,1.62,22,4.95,2.64,21
3679,dizzy,3.14,1.71,21,4.67,2.32,24
3682,doc,4.67,1.91,18,3.14,2.61,21
3683,docile,5.75,1.89,20,2.47,1.9,19
3684,dock,5.05,1.51,19,3.44,2.45,18
3685,docket,4.53,1.12,19,3.3,2.03,20
3687,doctor,5.93,1.89,41,4.05,2.4,21
3688,doctorate,5.95,1.99,19,3.91,2.11,22
3689,doctrine,4.89,1.97,18,3.0,1.69,22
3690,document,5.42,1.07,19,2.9,1.64,21
3691,documentary,5.91,1.66,22,3.76,2.59,21
3692,documentation,4.84,1.68,19,3.38,1.63,21
3693,documents,5.35,1.14,20,3.73,2.25,22
3694,dodger,4.7,1.56,20,3.95,2.27,21
3695,dodgy,4.79,1.69,19,4.55,2.39,20
3696,dodo,3.91,1.44,23,4.0,2.33,22
3697,doer,5.63,1.42,19,4.38,2.62,21
3698,dog,7.0,2.07,42,5.43,2.64,21
3699,dogface,3.95,1.79,20,4.14,2.27,22
3700,doggy,7.0,1.97,18,4.79,2.8,19
3701,doghouse,5.1,2.1,21,2.68,2.1,22
3702,dojo,6.0,1.53,18,4.15,2.78,20
3703,dole,4.95,1.69,21,4.4,2.35,25
3704,doll,5.88,1.57,24,3.51,2.25,43
3705,dollar,7.39,1.51,41,5.57,2.73,21
3706,dollhouse,5.6,1.73,20,3.55,2.26,22
3707,dolphin,6.67,1.53,21,3.0,2.45,22
3708,domain,5.05,1.28,20,3.36,2.68,22
3709,dome,5.95,1.75,19,4.42,2.48,19
3712,dominance,5.19,1.99,21,5.5,2.76,20
3713,dominant,5.15,1.31,20,5.36,2.48,22
3714,dominate,4.4,2.37,20,6.4,2.19,20
3715,domination,3.57,1.97,23,5.0,2.71,22
3716,dominatrix,4.32,2.26,19,5.65,2.66,20
3717,dominion,4.62,1.86,21,4.67,2.31,21
3718,domino,5.0,1.52,21,3.46,2.62,24
3719,donate,6.7,1.45,20,3.25,2.23,24
3720,donation,7.0,1.2,22,4.0,2.37,21
3721,donkey,6.29,1.45,17,2.9,1.89,20
3722,donor,6.57,1.66,21,3.76,1.76,21
3723,doodle,6.39,2.06,18,4.09,2.14,22
3724,doom,3.0,1.76,19,6.17,2.92,18
3725,doomsday,2.8,2.04,20,6.22,2.66,23
3726,door,5.43,1.23,42,3.19,2.04,21
3727,doorbell,5.33,1.59,21,4.17,2.31,23
3728,doorknob,4.86,1.53,21,2.64,1.6,25
3729,doorman,5.45,1.41,22,3.35,2.17,26
3730,doormat,3.68,1.57,19,3.2,2.09,20
3731,doornail,4.68,1.49,19,3.32,2.4,22
3732,doorstep,5.14,1.77,21,3.26,1.89,23
3733,doorway,5.68,1.2,19,3.65,2.53,23
3734,dopamine,4.64,1.99,22,4.58,2.63,19
3735,dope,4.14,2.19,22,4.24,2.57,21
3736,dopey,3.86,1.71,21,2.91,1.95,23
3737,dork,4.35,1.5,20,2.88,2.01,24
3738,dorky,5.12,2.05,26,4.5,2.44,22
3739,dorm,5.16,1.95,19,4.29,1.93,21
3740,dormant,4.85,1.76,20,3.0,2.02,21
3741,dormitory,5.06,1.89,18,4.5,1.64,20
3742,dorsal,5.05,0.92,21,3.7,2.25,20
3743,dosage,4.57,1.12,23,4.0,2.2,18
3744,dose,4.91,1.27,22,2.95,2.16,21
3745,dossier,4.84,1.46,19,3.72,1.56,18
3746,dot,4.84,2.01,19,3.09,1.8,22
3748,dotty,5.16,1.89,19,3.55,2.68,20
3750,doubt,3.28,1.93,18,4.33,2.42,21
3751,doubtful,3.86,1.62,21,4.55,2.13,22
3752,douche,2.9,1.7,21,4.13,2.6,23
3753,dough,6.0,1.62,17,4.1,2.02,21
3754,doughboy,4.84,2.01,19,4.0,2.02,21
3755,doughnut,7.5,1.41,22,4.5,2.34,26
3756,douse,3.92,1.53,24,3.92,2.36,25
3757,dove,6.9,1.93,41,3.27,2.47,44
3758,downer,3.47,1.17,19,3.13,1.69,23
3759,downfall,3.2,1.24,20,4.5,2.64,18
3760,downfield,4.84,1.5,19,2.5,1.43,20
3761,download,6.0,1.9,21,3.6,2.36,25
3762,downriver,5.61,2.0,18,3.55,2.44,20
3763,downside,3.55,1.76,20,4.63,2.43,19
3764,downtime,5.8,1.99,20,3.06,2.26,18
3765,downward,4.0,1.8,19,4.05,1.96,21
3766,downy,5.77,1.97,22,3.11,1.66,19
3767,dowry,4.7,2.03,20,3.11,2.4,18
3768,doze,5.95,1.43,20,3.37,2.59,19
3769,dozen,5.78,1.48,18,2.95,2.2,19
3771,drab,2.76,1.26,21,2.35,1.57,20
3772,draft,5.3,1.95,20,4.1,2.75,20
3773,drafty,4.3,1.08,20,3.73,2.25,22
3774,drag,3.68,1.73,19,4.81,1.94,21
3775,dragon,6.68,1.67,19,5.45,2.87,20
3776,dragonfly,6.45,1.71,22,3.86,2.52,21
3777,drain,3.8,1.67,20,2.94,1.98,18
3778,drainage,3.89,1.23,18,3.52,2.04,21
3779,drainpipe,4.52,2.11,21,2.91,2.25,23
3780,drake,5.05,1.93,19,4.32,2.44,22
3781,drama,4.37,2.63,19,5.14,3.04,22
3783,drape,4.95,1.39,20,3.29,1.93,17
3785,drat,4.25,1.71,20,3.4,2.28,20
3786,draught,3.9,2.19,21,3.32,2.24,19
3787,draw,6.18,2.08,22,3.6,2.26,20
3788,drawback,4.38,1.72,21,3.08,2.6,24
3789,drawbridge,5.45,1.43,20,3.3,2.25,20
3790,drawer,4.67,1.28,18,3.0,1.71,18
3791,dread,3.0,1.89,19,4.5,2.4,20
3793,dreadful,2.6,1.31,20,4.5,2.71,18
3794,dream,7.43,1.8,21,4.37,2.81,43
3795,dreamboat,7.47,1.71,19,4.27,2.33,22
3796,dreamer,7.45,1.23,20,4.4,2.77,25
3797,dreamland,7.0,1.38,20,3.95,3.33,20
3798,dreamy,7.52,1.5,21,4.9,2.79,20
3800,dredge,3.32,1.67,19,3.36,2.13,22
3801,dress,6.42,2.14,19,4.73,2.44,45
3802,dresser,5.28,0.96,18,2.58,1.64,19
3803,dressmaker,6.85,1.76,20,3.05,2.6,21
3804,dressy,5.82,1.71,22,4.15,2.48,20
3806,drift,5.09,1.48,22,3.32,2.29,19
3807,drifter,4.95,1.67,20,4.32,2.46,22
3808,driftwood,5.53,1.02,19,3.1,2.19,21
3809,drill,4.73,2.1,22,5.11,2.13,19
3810,drink,6.67,1.83,21,5.19,2.56,21
3811,drinker,3.72,2.24,18,5.32,2.85,22
3812,drip,5.52,1.94,21,3.7,2.3,20
3813,drive,6.5,1.99,22,4.19,1.91,21
3814,drivel,4.29,1.95,21,4.65,1.9,20
3815,driver,6.39,1.72,18,3.15,2.41,20
3816,driveway,4.57,1.21,21,3.38,2.29,21
3817,drizzle,5.18,1.65,22,4.23,2.39,22
3818,droll,5.09,1.83,23,3.41,1.94,22
3819,drone,3.5,1.9,22,4.3,2.29,23
3820,drool,3.28,1.81,18,2.7,1.84,20
3821,droopy,4.0,1.84,20,3.18,1.79,22
3822,drop,4.23,1.57,22,4.67,2.35,21
3823,dropout,3.33,2.06,21,4.7,2.39,20
3824,dropper,5.05,2.12,19,3.45,2.42,22
3825,drought,2.79,1.75,19,3.55,2.15,22
3826,drown,2.33,1.53,40,5.35,2.69,43
3827,drowsy,4.25,2.1,20,2.83,1.87,23
3828,drug,4.11,1.84,18,4.48,2.52,21
3829,drug dealing,2.81,1.72,21,4.7,2.87,23
3830,druggist,3.89,1.45,18,4.0,2.34,20
3831,drugs,3.86,2.23,22,5.78,2.66,23
3832,drugstore,4.74,2.21,19,4.05,2.66,22
3833,drum,6.05,1.43,19,4.67,2.54,21
3834,drummer,6.53,1.35,19,4.5,2.19,20
3835,drunk,4.06,2.07,18,5.05,2.87,20
3836,drunk driving,1.58,1.02,19,5.73,2.55,22
3837,drunkard,3.28,2.35,18,4.45,2.21,20
3838,drunken,3.0,2.11,19,4.36,2.38,22
3839,drunkenness,3.42,2.41,19,6.05,2.16,21
3840,dry,4.86,1.75,22,3.8,2.14,20
3841,dryer,5.21,2.18,19,2.43,1.43,21
3843,dub,5.35,2.13,20,4.58,2.57,19
3845,duchess,6.15,1.39,20,3.92,2.75,24
3846,duck,6.11,1.2,19,4.0,1.84,21
3848,ducky,6.6,1.31,20,3.81,2.6,21
3849,duct,4.24,1.55,21,2.8,2.06,25
3850,dud,3.74,1.19,19,3.33,2.06,18
3851,dude,5.91,1.85,22,3.81,2.14,21
3853,duel,5.05,1.54,20,5.55,2.61,20
3854,duet,6.11,1.45,19,3.79,2.3,24
3855,duffel,4.9,0.94,21,3.5,1.96,26
3856,dugout,4.55,1.85,20,4.08,1.55,25
3857,duh,4.5,2.28,20,3.9,2.47,20
3858,duke,4.8,1.61,20,4.21,2.04,24
3859,dull,3.4,0.94,20,1.67,1.03,18
3860,dullard,4.68,1.29,22,3.58,2.55,26
3861,dumb,2.44,1.54,18,5.3,2.75,20
3862,dumbbell,4.71,2.12,21,3.54,2.62,24
3863,dummy,3.66,1.7,38,3.79,2.15,38
3864,dump,3.73,1.82,41,3.67,2.06,21
3866,dumpster,3.48,1.4,21,4.0,2.14,21
3867,dunce,3.24,1.79,21,4.95,1.91,21
3868,dune,5.35,1.95,20,2.76,1.87,21
3869,dung,3.86,1.64,22,3.45,2.32,22
3870,dungeon,3.52,2.2,21,5.13,2.47,23
3871,dunk,4.67,2.24,21,3.6,2.37,20
3872,duo,6.45,1.1,22,3.75,2.27,20
3873,dupe,4.0,2.07,21,3.73,2.0,22
3874,duplex,5.67,1.15,21,3.09,2.23,23
3875,duplicate,4.7,1.53,20,4.5,2.33,20
3876,duration,5.43,2.13,21,3.3,1.4,23
3877,duress,2.82,1.37,22,4.45,2.22,22
3878,dusk,5.63,2.09,19,3.52,2.2,21
3879,dusky,4.95,1.84,19,4.55,2.28,22
3880,dust,3.72,1.45,18,3.45,2.19,20
3881,duster,5.26,1.52,19,2.85,1.76,20
3882,dustpan,4.67,1.75,18,2.86,1.74,21
3883,dusty,3.95,1.51,19,4.1,2.32,21
3884,duty,5.33,2.06,18,3.71,2.55,21
3885,dwarf,4.71,1.42,21,3.43,2.0,23
3886,dweeb,4.17,1.65,18,3.86,1.91,22
3887,dwell,4.75,2.1,20,3.14,1.88,21
3889,dye,5.25,1.52,20,3.3,2.0,20
3890,dyke,3.8,1.77,20,3.67,2.46,21
3892,dynamite,4.79,2.27,19,6.4,2.54,20
3893,dynamo,6.21,1.62,19,5.18,2.42,22
3894,dynasty,5.16,1.17,19,4.45,1.99,20
3895,dysentery,3.0,2.19,21,3.75,2.45,20
3896,dysfunction,3.18,1.59,17,4.9,2.71,20
3897,dysfunctional,3.09,1.74,22,4.63,2.36,19
3898,eager,6.37,1.38,19,5.78,2.62,18
3899,eagle,6.47,1.5,19,4.57,2.77,21
3900,ear,5.86,1.36,22,3.5,2.06,20
3901,earful,4.27,1.42,22,4.19,2.58,21
3902,earl,5.15,1.42,20,3.64,1.87,22
3903,earn,7.0,1.2,22,4.35,3.12,26
3904,earnest,5.9,1.77,20,3.81,1.99,21
3905,earnings,6.37,2.27,19,4.84,2.63,19
3906,earpiece,5.04,1.94,23,3.86,2.21,22
3908,earrings,5.32,1.57,19,4.22,2.58,18
3909,earth,6.83,1.28,40,5.04,2.65,23
3912,earthquake,3.05,2.09,21,6.76,2.39,21
3913,earthy,6.5,1.32,20,3.29,2.03,21
3914,ease,6.15,2.13,20,2.45,1.41,22
3915,east,6.33,1.57,18,2.5,1.76,20
3916,eastbound,5.65,1.46,17,2.2,1.36,20
3920,eat,7.1,1.73,41,4.38,2.79,45
3921,eater,4.95,2.07,19,4.23,1.88,22
3922,eavesdrop,4.05,1.47,20,4.33,2.65,21
3923,ebony,6.14,2.35,21,4.32,2.77,22
3925,echelon,5.55,1.76,20,3.17,2.35,23
3926,echinacea,4.8,1.67,20,3.73,2.45,22
3927,echo,5.2,1.01,20,3.61,2.09,18
3929,eclipse,6.76,1.79,21,5.12,2.82,25
3932,economics,5.2,1.61,20,3.7,2.2,20
3933,economy,3.64,1.89,22,5.32,2.23,22
3934,ecosystem,6.5,1.79,22,3.71,2.35,21
3935,ecstasy,7.19,1.53,43,6.11,2.59,44
3937,edema,3.86,1.28,21,3.27,2.23,22
3938,edge,4.43,1.63,21,4.65,2.52,23
3939,edgy,4.81,2.02,21,4.39,2.41,23
3941,edifice,5.0,1.38,20,3.95,2.06,22
3942,edit,4.95,1.0,20,4.1,1.89,21
3944,edition,5.3,0.86,20,3.79,2.21,24
3945,editor,5.43,1.6,21,4.09,2.07,23
3946,editorial,5.18,1.26,22,2.9,2.0,21
3947,educate,7.48,1.36,21,4.36,2.4,25
3948,education,6.58,1.75,40,4.64,2.15,22
3950,educator,6.58,1.95,19,3.5,2.13,22
3951,eel,4.14,1.96,21,4.79,2.62,19
3952,eerie,3.4,1.82,20,5.57,1.99,21
3953,effect,5.5,1.14,22,4.08,2.61,26
3955,effectiveness,6.9,1.37,20,4.95,2.84,19
3956,efficiency,6.74,2.05,19,3.74,2.24,23
3957,efficient,6.95,1.32,21,3.86,2.36,22
3958,effort,6.47,1.65,19,4.12,2.42,24
3959,effortless,7.1,1.77,20,3.43,2.38,21
3960,egg,5.95,1.43,19,3.28,2.46,46
3961,egghead,4.47,2.34,19,3.59,2.67,22
3962,eggnog,6.0,2.29,19,4.27,2.78,22
3963,eggplant,5.55,1.57,22,3.14,1.68,21
3964,eggshell,5.2,1.7,20,3.17,2.09,18
3965,ego,4.38,1.83,21,4.17,2.53,24
3966,egomaniac,3.68,2.12,22,5.53,2.14,19
3969,eighteen,5.72,1.6,18,3.83,2.09,18
3970,eighty,5.43,1.4,21,3.41,2.11,22
3971,ejaculate,6.0,2.55,21,6.15,2.39,26
3972,ejaculation,5.42,2.81,19,6.18,2.94,22
3973,eject,3.95,1.43,19,4.42,2.32,24
3974,ejection,3.5,1.73,20,4.29,2.66,17
3976,elaborate,6.38,1.32,21,4.23,2.16,22
3979,elbow,5.38,1.07,39,3.2,2.12,44
3980,elder,6.11,1.91,18,2.5,1.93,20
3982,elect,5.52,1.29,21,4.0,2.83,20
3983,election,4.5,1.74,22,4.23,2.3,26
3990,electricity,6.15,1.69,20,4.3,2.69,23
3991,electrocute,3.27,2.31,22,6.0,3.02,22
3992,electrocution,2.45,1.28,20,5.76,2.66,17
3994,electron,5.33,2.06,18,3.82,2.61,22
3996,electronics,6.5,1.76,18,4.6,2.37,20
3997,elegance,6.91,2.0,22,4.24,2.68,25
3998,elegant,7.0,1.2,19,4.43,2.59,23
3999,element,5.58,1.46,19,3.9,2.36,21
4000,elemental,5.19,1.72,21,4.35,2.33,23
4002,elephant,6.17,2.33,18,4.23,2.33,22
4003,elevate,6.42,1.64,19,4.65,2.1,23
4004,elevation,5.67,1.56,21,3.57,2.45,23
4005,elevator,5.95,1.5,40,3.65,2.25,43
4007,elf,6.1,2.17,21,4.3,2.14,23
4008,elicit,4.14,1.68,21,5.27,2.25,22
4010,eliminate,3.89,1.49,19,3.64,2.36,22
4011,elimination,3.86,1.96,21,3.35,2.33,23
4012,elite,5.71,2.1,21,5.9,2.22,20
4013,elitist,4.5,1.97,22,4.57,2.59,23
4014,elixir,5.68,1.97,19,3.95,2.32,22
4015,elk,5.81,1.97,21,3.48,2.04,21
4016,elm,6.32,1.38,19,3.05,2.13,21
4017,elope,6.58,1.5,19,5.7,2.2,20
4018,eloquence,6.76,1.48,21,3.91,2.7,23
4019,eloquent,7.16,1.61,19,4.61,2.39,23
4020,elude,4.62,1.88,21,4.0,2.97,20
4022,email,6.0,1.62,20,4.5,2.35,22
4023,emancipation,6.57,1.89,21,3.65,2.32,20
4024,embankment,5.0,1.11,19,3.62,2.25,21
4025,embargo,5.05,1.56,22,4.59,2.32,22
4026,embark,5.89,1.76,19,4.3,2.9,20
4027,embarrass,3.38,1.88,21,5.47,2.74,19
4030,embarrassment,2.72,1.6,18,5.45,2.42,20
4031,embassy,5.3,2.12,23,3.91,2.2,22
4033,embezzlement,2.95,1.27,19,4.67,2.28,18
4034,embezzler,3.05,2.12,19,5.24,2.68,21
4035,emblem,6.0,1.7,19,2.67,1.85,21
4036,embodiment,5.72,1.53,18,3.78,2.37,18
4037,embolism,2.14,1.46,21,4.17,2.12,23
4038,embrace,7.0,1.45,20,5.82,2.58,17
4039,embroidery,6.53,1.74,19,2.85,2.52,20
4040,embryo,5.75,1.55,20,3.7,1.77,23
4041,emcee,5.15,1.31,20,4.05,2.1,22
4042,emerald,7.3,1.75,20,5.33,2.32,24
4043,emerge,5.75,1.45,20,4.74,2.2,23
4044,emergency,2.72,1.23,18,6.43,2.73,21
4045,emery,4.74,1.32,23,3.59,2.09,22
4046,eminence,5.43,1.62,23,4.5,2.41,22
4047,eminent,5.58,1.8,19,4.95,2.16,21
4049,emission,4.1,1.62,20,3.67,2.51,24
4050,emit,4.81,1.69,21,3.96,2.41,25
4051,emotion,6.62,1.88,21,4.75,2.79,20
4054,empathy,7.29,1.49,21,3.62,2.06,21
4055,emperor,4.68,1.83,19,4.25,2.2,20
4056,emphasis,5.26,1.66,19,4.1,1.87,21
4058,emphysema,2.47,1.5,19,4.25,2.29,20
4059,empire,5.36,2.01,22,4.59,2.75,22
4061,employ,5.89,2.31,19,3.83,2.01,23
4062,employee,5.29,2.1,21,4.65,2.89,20
4063,employer,5.3,1.56,20,4.06,2.54,17
4064,employment,6.0,1.86,19,5.02,2.68,44
4065,emporium,5.25,1.37,20,4.17,2.27,23
4066,empress,4.95,1.47,20,3.87,2.16,23
4067,emptiness,3.26,2.28,23,3.18,2.46,22
4069,emu,5.45,1.26,22,4.0,2.37,26
4070,emulate,5.11,1.66,19,4.15,1.79,20
4072,enamel,5.42,1.54,19,3.79,2.28,24
4075,enchantment,6.8,1.85,20,5.29,2.76,21
4076,enchantress,5.82,2.17,22,4.1,2.47,21
4077,enchilada,6.63,1.74,19,4.39,2.09,18
4078,enclosure,4.6,0.94,20,3.35,2.23,20
4079,encore,6.9,1.48,21,4.09,2.2,22
4080,encounter,5.16,1.21,19,4.67,2.11,21
4081,encourage,7.16,1.26,19,4.38,2.42,21
4082,encouragement,6.7,1.87,20,5.59,3.06,17
4084,encryption,5.14,1.75,22,4.0,2.45,22
4085,encyclopedia,6.14,1.61,22,5.0,2.47,19
4086,end,4.73,1.75,22,3.95,2.4,21
4087,end table,5.25,1.21,20,2.7,2.03,20
4088,endanger,2.67,1.85,21,4.72,2.37,25
4089,endangerment,3.0,1.38,21,4.84,2.49,25
4091,endeavor,6.42,2.01,19,4.19,2.16,21
4092,endgame,4.23,2.09,22,5.26,2.47,23
4094,endless,4.0,2.09,18,4.23,2.07,22
4095,endorse,5.2,2.09,20,3.17,1.69,18
4096,endorsement,6.05,2.16,21,3.76,1.87,21
4097,endowment,6.0,1.61,21,3.67,2.66,24
4098,endurance,6.86,1.42,21,5.6,2.46,20
4099,endure,4.95,1.47,20,3.77,2.02,22
4101,enema,3.29,2.08,21,4.13,2.83,23
4102,enemy,2.22,1.44,18,5.3,2.85,20
4105,energy,6.9,2.07,21,6.25,2.57,20
4106,enforce,5.32,2.14,19,5.3,2.18,20
4107,enforcement,4.67,1.99,24,4.48,2.86,23
4108,enforcer,3.81,1.54,21,4.2,3.0,20
4109,engage,6.6,1.39,20,5.28,2.67,18
4111,engagement,6.65,2.58,20,5.19,2.34,21
4112,engine,5.48,1.74,42,3.89,1.97,18
4113,engineer,5.79,1.65,19,4.22,2.05,18
4114,engineering,6.0,1.53,19,3.14,1.93,22
4116,enhance,6.62,1.88,21,4.04,2.24,25
4117,enhancement,6.29,2.33,21,4.39,2.44,23
4118,enigma,5.35,1.66,20,4.65,2.64,20
4119,enjoy,7.67,1.33,18,5.0,3.03,20
4121,enjoyment,8.37,0.96,19,5.48,2.72,44
4122,enlarge,5.33,1.98,21,3.87,2.32,23
4123,enlargement,4.65,1.66,20,3.86,2.61,21
4126,enlightenment,6.79,1.4,19,4.52,2.73,21
4127,enlist,4.42,1.54,19,3.71,2.53,21
4128,ennui,4.13,1.32,23,3.26,2.0,23
4131,enroll,5.94,1.55,18,4.25,2.19,24
4132,enrollment,6.19,1.94,21,3.76,2.63,25
4136,entail,5.35,1.27,20,4.11,2.37,18
4137,enter,6.09,1.41,22,4.3,2.3,20
4138,enterprise,6.0,1.41,19,4.0,1.81,20
4140,entertain,7.21,1.81,19,5.19,2.86,21
4141,entertainer,6.48,2.32,21,6.15,2.41,20
4143,entertainment,7.59,1.4,22,6.42,2.55,19
4144,enthusiasm,7.14,1.35,21,4.18,2.79,22
4145,enthusiast,6.65,1.27,20,5.91,2.45,22
4147,entice,5.33,1.59,21,4.42,2.8,24
4149,entirety,5.95,1.81,19,3.1,2.36,20
4150,entitle,4.89,2.26,19,4.0,1.95,22
4151,entity,5.19,2.02,21,3.48,2.52,23
4152,entourage,4.9,1.83,20,4.0,2.42,17
4153,entrails,3.37,2.19,19,4.7,2.66,20
4154,entrance,6.05,1.53,21,3.7,1.94,23
4155,entrapment,3.3,1.98,20,5.91,2.2,22
4156,entree,6.63,1.21,19,3.95,2.24,22
4157,entrepreneur,6.14,1.82,21,3.68,2.66,22
4158,entrust,6.32,1.95,19,3.2,2.12,20
4159,entry,4.95,1.7,20,4.41,2.11,22
4160,envelope,5.95,1.27,19,2.8,2.07,20
4162,environment,6.7,2.05,20,3.45,2.21,20
4164,envision,6.14,1.35,21,3.76,1.89,21
4165,envoy,4.9,1.26,21,3.74,2.33,19
4166,envy,3.05,1.85,20,4.35,2.8,20
4167,enzyme,5.14,1.68,21,3.1,1.55,21
4168,epic,7.19,1.91,21,4.8,2.88,20
4171,epilepsy,2.7,1.56,20,5.0,2.45,23
4173,epiphany,7.06,1.8,18,4.6,2.7,20
4174,episode,5.0,1.53,19,3.67,2.33,21
4175,epitaph,4.53,1.54,19,3.52,2.02,21
4176,epitome,5.67,1.68,21,4.23,2.27,22
4178,equality,6.75,2.0,20,4.73,2.57,22
4179,equalizer,5.05,2.5,19,3.68,2.4,22
4180,equate,6.16,1.34,19,3.84,2.69,19
4181,equation,5.29,1.9,21,3.91,2.29,23
4182,equator,5.42,1.12,19,4.1,1.7,21
4184,equilibrium,6.32,1.49,19,2.5,1.64,20
4185,equipment,5.62,1.53,21,3.04,2.84,24
4186,equity,5.41,1.62,22,3.91,2.07,22
4187,equivalent,5.89,1.1,19,3.95,1.96,21
4188,era,5.29,1.35,21,3.62,2.4,21
4189,eradicate,3.79,1.87,19,5.09,2.57,23
4190,erase,4.89,1.73,19,3.55,1.87,22
4191,eraser,5.64,1.36,22,3.57,2.23,23
4192,erect,5.79,2.82,19,5.43,2.8,21
4193,erectile,4.5,1.85,20,5.5,2.52,22
4194,erection,7.38,2.04,21,7.37,1.77,19
4195,ergo,4.86,0.96,21,4.0,2.3,23
4196,erosion,3.79,1.69,19,5.86,2.08,21
4198,erotica,6.1,2.12,21,6.52,1.75,21
4199,err,3.58,1.95,19,3.68,2.25,22
4200,errand,4.68,1.92,19,3.89,2.73,44
4201,errant,4.43,1.8,21,4.8,2.28,20
4204,error,3.36,1.26,22,4.43,2.56,21
4205,erupt,5.14,1.59,21,6.41,1.87,22
4206,eruption,4.74,2.38,19,6.09,2.37,22
4207,escalate,4.05,1.91,21,6.25,1.97,20
4209,escalation,4.82,1.59,22,4.91,2.74,22
4210,escalator,5.95,1.86,21,4.55,2.7,20
4211,escape,5.5,1.76,18,4.55,2.58,20
4212,escort,5.35,1.46,20,5.32,2.4,22
4213,escrow,4.56,1.54,18,3.11,1.88,18
4214,esophagus,4.5,1.6,22,3.76,2.13,25
4215,espionage,4.05,1.82,20,5.5,2.46,18
4216,espresso,6.68,2.19,19,5.25,2.38,20
4217,esquire,5.67,1.53,18,2.9,2.25,20
4218,essay,4.9,2.22,20,4.0,2.73,19
4219,essence,6.75,1.26,24,3.86,2.17,22
4222,estate,5.65,1.31,20,3.45,1.99,20
4223,esteem,6.38,1.16,21,3.91,2.68,23
4225,estimate,5.95,1.56,21,3.41,2.15,22
4226,estimation,4.67,1.43,21,3.18,1.89,22
4228,estrogen,5.22,1.31,18,4.45,2.5,20
4230,eternity,6.05,2.33,20,3.77,2.71,22
4231,ether,4.63,1.92,19,4.81,2.18,21
4234,ethics,6.0,1.79,21,3.71,2.01,24
4236,etiquette,6.0,1.33,19,3.71,2.03,21
4237,eucalyptus,6.05,1.39,20,3.1,1.77,20
4238,eulogy,3.43,2.11,21,4.16,2.73,19
4239,euphemism,5.05,1.53,21,3.48,2.13,23
4240,euphoria,7.26,1.59,19,5.68,2.75,22
4241,euphoric,7.8,1.4,20,5.25,2.69,20
4242,euro,5.35,1.39,20,3.57,2.27,21
4243,euthanasia,3.3,1.56,20,5.18,2.67,22
4244,evacuate,3.4,1.31,20,5.17,3.09,18
4245,evacuation,4.23,1.72,22,5.24,2.79,21
4246,evade,4.55,1.87,22,5.91,2.43,23
4247,evaluate,5.1,1.64,21,3.78,2.04,23
4248,evaluation,4.86,1.17,22,5.89,2.0,19
4249,evaporate,5.4,1.35,20,4.0,2.29,22
4250,evasion,3.36,1.65,22,4.77,2.3,26
4253,evens,5.33,1.77,21,3.7,2.66,20
4254,event,6.21,1.86,38,5.1,2.45,21
4257,everyday,5.47,1.78,19,3.14,2.19,22
4258,everyman,5.42,1.3,19,3.52,2.11,21
4259,evict,2.63,1.95,19,4.73,2.75,22
4260,eviction,3.0,1.8,22,4.67,2.82,21
4261,evidence,4.72,2.19,18,3.9,2.51,20
4262,evident,5.1,1.22,21,3.76,2.45,25
4264,evil,2.34,1.61,41,5.67,2.93,18
4265,evolution,5.35,2.06,20,6.3,2.81,20
4267,evolve,5.7,1.89,20,4.46,2.64,26
4268,ex,2.7,1.43,23,4.79,2.66,19
4269,exact,5.58,1.46,19,3.95,1.99,21
4271,exaggerate,4.36,1.65,22,4.48,2.38,21
4272,exaggeration,4.19,1.03,21,5.8,1.7,20
4273,exam,4.33,1.68,21,5.17,1.97,23
4274,examination,5.05,1.65,22,4.5,2.54,20
4275,examine,5.61,1.79,18,3.95,2.31,20
4276,examiner,4.29,1.23,21,3.7,2.39,20
4277,example,4.9,2.0,21,3.55,1.9,20
4278,excavation,4.89,1.73,19,4.64,2.22,22
4279,exceed,4.79,1.44,19,5.52,2.4,21
4280,excel,5.95,1.58,19,4.85,2.52,20
4281,excellence,7.87,1.3,39,5.3,2.03,20
